trade_date,series,name,value_pct,unit,source
19860417,DGS10,美国10年期国债收益率,7.03,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860417,DGS2,美国2年期国债收益率,6.44,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860418,DGS10,美国10年期国债收益率,7.09,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860418,DGS2,美国2年期国债收益率,6.44,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860421,DGS10,美国10年期国债收益率,7.04,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860421,DGS2,美国2年期国债收益率,6.46,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860422,DGS10,美国10年期国债收益率,7.25,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860422,DGS2,美国2年期国债收益率,6.58,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860423,DGS10,美国10年期国债收益率,7.36,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860423,DGS2,美国2年期国债收益率,6.67,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860424,DGS10,美国10年期国债收益率,7.51,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860424,DGS2,美国2年期国债收益率,6.89,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860425,DGS10,美国10年期国债收益率,7.58,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860425,DGS2,美国2年期国债收益率,6.91,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860428,DGS10,美国10年期国债收益率,7.48,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860428,DGS2,美国2年期国债收益率,6.86,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860429,DGS10,美国10年期国债收益率,7.38,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860429,DGS2,美国2年期国债收益率,6.85,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860430,DGS10,美国10年期国债收益率,7.38,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860430,DGS2,美国2年期国债收益率,6.83,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860501,DGS10,美国10年期国债收益率,7.45,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860501,DGS2,美国2年期国债收益率,6.85,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860502,DGS10,美国10年期国债收益率,7.51,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860502,DGS2,美国2年期国债收益率,6.88,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860505,DGS10,美国10年期国债收益率,7.45,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860505,DGS2,美国2年期国债收益率,6.82,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860506,DGS10,美国10年期国债收益率,7.46,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860506,DGS2,美国2年期国债收益率,6.82,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860507,DGS10,美国10年期国债收益率,7.43,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860507,DGS2,美国2年期国债收益率,6.83,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860508,DGS10,美国10年期国债收益率,7.4,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860508,DGS2,美国2年期国债收益率,6.78,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860509,DGS10,美国10年期国债收益率,7.48,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860509,DGS2,美国2年期国债收益率,6.85,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860512,DGS10,美国10年期国债收益率,7.67,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860512,DGS2,美国2年期国债收益率,6.98,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860513,DGS10,美国10年期国债收益率,7.63,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860513,DGS2,美国2年期国债收益率,7.0,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860514,DGS10,美国10年期国债收益率,7.66,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860514,DGS2,美国2年期国债收益率,7.0,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860515,DGS10,美国10年期国债收益率,7.79,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860515,DGS2,美国2年期国债收益率,7.16,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860516,DGS10,美国10年期国债收益率,7.99,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860516,DGS2,美国2年期国债收益率,7.32,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860519,DGS10,美国10年期国债收益率,7.98,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860519,DGS2,美国2年期国债收益率,7.28,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860520,DGS10,美国10年期国债收益率,7.88,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860520,DGS2,美国2年期国债收益率,7.23,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860521,DGS10,美国10年期国债收益率,7.9,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860521,DGS2,美国2年期国债收益率,7.2,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860522,DGS10,美国10年期国债收益率,7.88,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860522,DGS2,美国2年期国债收益率,7.2,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860523,DGS10,美国10年期国债收益率,7.84,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860523,DGS2,美国2年期国债收益率,7.19,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860527,DGS10,美国10年期国债收益率,7.73,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860527,DGS2,美国2年期国债收益率,7.14,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860528,DGS10,美国10年期国债收益率,7.73,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860528,DGS2,美国2年期国债收益率,7.17,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860529,DGS10,美国10年期国债收益率,7.99,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860529,DGS2,美国2年期国债收益率,7.35,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860530,DGS10,美国10年期国债收益率,8.05,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860530,DGS2,美国2年期国债收益率,7.36,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860602,DGS10,美国10年期国债收益率,8.32,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860602,DGS2,美国2年期国债收益率,7.5,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860603,DGS10,美国10年期国债收益率,8.19,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860603,DGS2,美国2年期国债收益率,7.49,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860604,DGS10,美国10年期国债收益率,8.39,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860604,DGS2,美国2年期国债收益率,7.63,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860605,DGS10,美国10年期国债收益率,8.31,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860605,DGS2,美国2年期国债收益率,7.54,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860606,DGS10,美国10年期国债收益率,7.95,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860606,DGS2,美国2年期国债收益率,7.27,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860609,DGS10,美国10年期国债收益率,8.13,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860609,DGS2,美国2年期国债收益率,7.39,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860610,DGS10,美国10年期国债收益率,8.07,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860610,DGS2,美国2年期国债收益率,7.38,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860611,DGS10,美国10年期国债收益率,8.01,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860611,DGS2,美国2年期国债收益率,7.39,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860612,DGS10,美国10年期国债收益率,7.98,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860612,DGS2,美国2年期国债收益率,7.31,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860613,DGS10,美国10年期国债收益率,7.73,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860613,DGS2,美国2年期国债收益率,7.15,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860616,DGS10,美国10年期国债收益率,7.63,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860616,DGS2,美国2年期国债收益率,7.1,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860617,DGS10,美国10年期国债收益率,7.63,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860617,DGS2,美国2年期国债收益率,7.08,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860618,DGS10,美国10年期国债收益率,7.57,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860618,DGS2,美国2年期国债收益率,7.01,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860619,DGS10,美国10年期国债收益率,7.69,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860619,DGS2,美国2年期国债收益率,7.1,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860620,DGS10,美国10年期国债收益率,7.6,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860620,DGS2,美国2年期国债收益率,7.06,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860623,DGS10,美国10年期国债收益率,7.55,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860623,DGS2,美国2年期国债收益率,7.03,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860624,DGS10,美国10年期国债收益率,7.47,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860624,DGS2,美国2年期国债收益率,6.98,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860625,DGS10,美国10年期国债收益率,7.42,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860625,DGS2,美国2年期国债收益率,6.91,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860626,DGS10,美国10年期国债收益率,7.42,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860626,DGS2,美国2年期国债收益率,6.91,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860627,DGS10,美国10年期国债收益率,7.38,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860627,DGS2,美国2年期国债收益率,6.84,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860630,DGS10,美国10年期国债收益率,7.35,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860630,DGS2,美国2年期国债收益率,6.81,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860701,DGS10,美国10年期国债收益率,7.37,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860701,DGS2,美国2年期国债收益率,6.8,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860702,DGS10,美国10年期国债收益率,7.37,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860702,DGS2,美国2年期国债收益率,6.81,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860703,DGS10,美国10年期国债收益率,7.31,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860703,DGS2,美国2年期国债收益率,6.71,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860707,DGS10,美国10年期国债收益率,7.31,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860707,DGS2,美国2年期国债收益率,6.7,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860708,DGS10,美国10年期国债收益率,7.44,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860708,DGS2,美国2年期国债收益率,6.84,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860709,DGS10,美国10年期国债收益率,7.31,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860709,DGS2,美国2年期国债收益率,6.73,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860710,DGS10,美国10年期国债收益率,7.31,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860710,DGS2,美国2年期国债收益率,6.73,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860711,DGS10,美国10年期国债收益率,7.3,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860711,DGS2,美国2年期国债收益率,6.6,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860714,DGS10,美国10年期国债收益率,7.25,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860714,DGS2,美国2年期国债收益率,6.58,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860715,DGS10,美国10年期国债收益率,7.16,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860715,DGS2,美国2年期国债收益率,6.56,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860716,DGS10,美国10年期国债收益率,7.2,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860716,DGS2,美国2年期国债收益率,6.59,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860717,DGS10,美国10年期国债收益率,7.18,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860717,DGS2,美国2年期国债收益率,6.61,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860718,DGS10,美国10年期国债收益率,7.16,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860718,DGS2,美国2年期国债收益率,6.56,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860721,DGS10,美国10年期国债收益率,7.14,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860721,DGS2,美国2年期国债收益率,6.56,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860722,DGS10,美国10年期国债收益率,7.2,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860722,DGS2,美国2年期国债收益率,6.6,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860723,DGS10,美国10年期国债收益率,7.29,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860723,DGS2,美国2年期国债收益率,6.63,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860724,DGS10,美国10年期国债收益率,7.35,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860724,DGS2,美国2年期国债收益率,6.67,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860725,DGS10,美国10年期国债收益率,7.33,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860725,DGS2,美国2年期国债收益率,6.67,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860728,DGS10,美国10年期国债收益率,7.53,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860728,DGS2,美国2年期国债收益率,6.76,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860729,DGS10,美国10年期国债收益率,7.41,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860729,DGS2,美国2年期国债收益率,6.71,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860730,DGS10,美国10年期国债收益率,7.41,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860730,DGS2,美国2年期国债收益率,6.67,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860731,DGS10,美国10年期国债收益率,7.34,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860731,DGS2,美国2年期国债收益率,6.57,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860801,DGS10,美国10年期国债收益率,7.34,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860801,DGS2,美国2年期国债收益率,6.56,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860804,DGS10,美国10年期国债收益率,7.33,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860804,DGS2,美国2年期国债收益率,6.56,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860805,DGS10,美国10年期国债收益率,7.39,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860805,DGS2,美国2年期国债收益率,6.58,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860806,DGS10,美国10年期国债收益率,7.47,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860806,DGS2,美国2年期国债收益率,6.61,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860807,DGS10,美国10年期国债收益率,7.45,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860807,DGS2,美国2年期国债收益率,6.61,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860808,DGS10,美国10年期国债收益率,7.3,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860808,DGS2,美国2年期国债收益率,6.54,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860811,DGS10,美国10年期国债收益率,7.25,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860811,DGS2,美国2年期国债收益率,6.51,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860812,DGS10,美国10年期国债收益率,7.23,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860812,DGS2,美国2年期国债收益率,6.46,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860813,DGS10,美国10年期国债收益率,7.15,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860813,DGS2,美国2年期国债收益率,6.37,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860814,DGS10,美国10年期国债收益率,7.16,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860814,DGS2,美国2年期国债收益率,6.39,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860815,DGS10,美国10年期国债收益率,7.14,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860815,DGS2,美国2年期国债收益率,6.36,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860818,DGS10,美国10年期国债收益率,7.14,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860818,DGS2,美国2年期国债收益率,6.37,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860819,DGS10,美国10年期国债收益率,7.02,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860819,DGS2,美国2年期国债收益率,6.29,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860820,DGS10,美国10年期国债收益率,7.0,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860820,DGS2,美国2年期国债收益率,6.17,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860821,DGS10,美国10年期国债收益率,6.96,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860821,DGS2,美国2年期国债收益率,6.08,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860822,DGS10,美国10年期国债收益率,7.07,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860822,DGS2,美国2年期国债收益率,6.14,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860825,DGS10,美国10年期国债收益率,7.06,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860825,DGS2,美国2年期国债收益率,6.1,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860826,DGS10,美国10年期国债收益率,6.97,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860826,DGS2,美国2年期国债收益率,6.02,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860827,DGS10,美国10年期国债收益率,7.06,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860827,DGS2,美国2年期国债收益率,6.12,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860828,DGS10,美国10年期国债收益率,7.04,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860828,DGS2,美国2年期国债收益率,6.07,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860829,DGS10,美国10年期国债收益率,6.95,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860829,DGS2,美国2年期国债收益率,5.94,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860902,DGS10,美国10年期国债收益率,7.03,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860902,DGS2,美国2年期国债收益率,5.99,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860903,DGS10,美国10年期国债收益率,7.2,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860903,DGS2,美国2年期国债收益率,6.14,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860904,DGS10,美国10年期国债收益率,7.15,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860904,DGS2,美国2年期国债收益率,6.11,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860905,DGS10,美国10年期国债收益率,7.32,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860905,DGS2,美国2年期国债收益率,6.25,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860908,DGS10,美国10年期国债收益率,7.38,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860908,DGS2,美国2年期国债收益率,6.3,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860909,DGS10,美国10年期国债收益率,7.35,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860909,DGS2,美国2年期国债收益率,6.3,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860910,DGS10,美国10年期国债收益率,7.35,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860910,DGS2,美国2年期国债收益率,6.27,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860911,DGS10,美国10年期国债收益率,7.57,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860911,DGS2,美国2年期国债收益率,6.43,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860912,DGS10,美国10年期国债收益率,7.63,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860912,DGS2,美国2年期国债收益率,6.43,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860915,DGS10,美国10年期国债收益率,7.53,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860915,DGS2,美国2年期国债收益率,6.39,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860916,DGS10,美国10年期国债收益率,7.53,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860916,DGS2,美国2年期国债收益率,6.38,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860917,DGS10,美国10年期国债收益率,7.46,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860917,DGS2,美国2年期国债收益率,6.37,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860918,DGS10,美国10年期国债收益率,7.62,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860918,DGS2,美国2年期国债收益率,6.47,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860919,DGS10,美国10年期国债收益率,7.67,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860919,DGS2,美国2年期国债收益率,6.52,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860922,DGS10,美国10年期国债收益率,7.62,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860922,DGS2,美国2年期国债收益率,6.49,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860923,DGS10,美国10年期国债收益率,7.58,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860923,DGS2,美国2年期国债收益率,6.46,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860924,DGS10,美国10年期国债收益率,7.48,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860924,DGS2,美国2年期国债收益率,6.37,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860925,DGS10,美国10年期国债收益率,7.47,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860925,DGS2,美国2年期国债收益率,6.37,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860926,DGS10,美国10年期国债收益率,7.47,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860926,DGS2,美国2年期国债收益率,6.39,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860929,DGS10,美国10年期国债收益率,7.54,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860929,DGS2,美国2年期国债收益率,6.46,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860930,DGS10,美国10年期国债收益率,7.45,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19860930,DGS2,美国2年期国债收益率,6.38,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19861001,DGS10,美国10年期国债收益率,7.41,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19861001,DGS2,美国2年期国债收益率,6.36,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19861002,DGS10,美国10年期国债收益率,7.45,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
19861002,DGS2,美国2年期国债收益率,6.38,%,妙想Choice（用户上传：利率走势(1).xlsx；发布方：美联储）
